timestamp,open,high,low,close,volume,start_time,end_time,closed_at,epic
2026-02-11T10:18:00,5050.89,5051.01,5050.89,5050.99,18,2026-02-11T10:18:00,2026-02-11T10:19:00,2026-02-11T10:19:00.216933,GOLD
2026-02-11T10:19:00,5050.1,5050.1,5050.06,5050.06,2,2026-02-11T10:19:00,2026-02-11T10:20:00,2026-02-11T10:19:59.785286,GOLD
2026-02-11T10:20:00,5050.17,5050.91,5049.53,5049.6,168,2026-02-11T10:20:00,2026-02-11T10:21:00,2026-02-11T10:20:59.783923,GOLD
2026-02-11T10:21:00,5049.59,5050.41,5048.16,5048.38,213,2026-02-11T10:21:00,2026-02-11T10:22:00,2026-02-11T10:22:00.135759,GOLD
2026-02-11T10:27:00,5048.29,5048.32,5047.88,5047.88,61,2026-02-11T10:27:00,2026-02-11T10:28:00,2026-02-11T10:27:59.886326,GOLD
2026-02-11T10:35:00,5043.92,5044.67,5043.25,5044.41,115,2026-02-11T10:35:00,2026-02-11T10:36:00,2026-02-11T10:36:00.310565,GOLD
2026-02-11T10:36:00,5044.4,5045.46,5044.4,5045.25,110,2026-02-11T10:36:00,2026-02-11T10:37:00,2026-02-11T10:36:59.819675,GOLD
2026-02-11T11:01:00,5055.57,5055.97,5055.36,5055.84,56,2026-02-11T11:01:00,2026-02-11T11:02:00,2026-02-11T11:02:00.026868,GOLD
2026-02-11T11:02:00,5055.83,5056.22,5054.64,5055.06,231,2026-02-11T11:02:00,2026-02-11T11:03:00,2026-02-11T11:02:59.827706,GOLD
2026-02-11T11:03:00,5055.03,5055.83,5054.63,5055.07,253,2026-02-11T11:03:00,2026-02-11T11:04:00,2026-02-11T11:04:00.152814,GOLD
2026-02-11T11:04:00,5055.11,5057.59,5054.67,5057.32,275,2026-02-11T11:04:00,2026-02-11T11:05:00,2026-02-11T11:04:59.805769,GOLD
2026-02-11T11:05:00,5057.33,5061.38,5057.07,5060.02,389,2026-02-11T11:05:00,2026-02-11T11:06:00,2026-02-11T11:05:59.883894,GOLD
2026-02-11T11:06:00,5060.05,5060.61,5059.09,5060.31,210,2026-02-11T11:06:00,2026-02-11T11:07:00,2026-02-11T11:06:59.821561,GOLD
2026-02-11T11:07:00,5060.27,5062.71,5059.65,5062.13,275,2026-02-11T11:07:00,2026-02-11T11:08:00,2026-02-11T11:08:00.468879,GOLD
2026-02-11T11:08:00,5062.14,5062.75,5061.11,5061.14,197,2026-02-11T11:08:00,2026-02-11T11:09:00,2026-02-11T11:08:59.871799,GOLD
2026-02-11T12:03:00,5057.09,5057.16,5057.0,5057.07,24,2026-02-11T12:03:00,2026-02-11T12:04:00,2026-02-11T12:03:59.891510,GOLD
2026-02-11T12:04:00,5056.98,5057.29,5056.16,5056.75,182,2026-02-11T12:04:00,2026-02-11T12:05:00,2026-02-11T12:04:59.858270,GOLD
2026-02-11T12:05:00,5056.77,5057.34,5055.0,5057.29,254,2026-02-11T12:05:00,2026-02-11T12:06:00,2026-02-11T12:05:59.835138,GOLD
2026-02-11T12:06:00,5057.27,5058.95,5057.09,5058.51,206,2026-02-11T12:06:00,2026-02-11T12:07:00,2026-02-11T12:06:59.739266,GOLD
2026-02-11T12:07:00,5058.43,5058.44,5056.32,5056.83,177,2026-02-11T12:07:00,2026-02-11T12:08:00,2026-02-11T12:07:59.794092,GOLD
2026-02-11T12:08:00,5056.82,5057.23,5055.7,5057.18,188,2026-02-11T12:08:00,2026-02-11T12:09:00,2026-02-11T12:08:59.827999,GOLD
